ID Number,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
199,TWTC,tw telecom inc.,40.95,5653873912.05,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/twtc
200,ALNY,"Alnylam Pharmaceuticals, Inc.",72.55,5539541973.35,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny
201,HDS,"HD Supply Holdings, Inc.",28.2,5518633460.40,2013,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
202,FOSL,"Fossil Group, Inc.",103,5449602177.00,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
203,MRD,Memorial Resource Development Corp.,28.1,5439272658.20,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd
204,CDW,CDW Corporation,31.375,5400365274.50,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw
205,HCBK,"Hudson City Bancorp, Inc.",10.13,5356388943.50,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hcbk
206,IBB,iShares NASDAQ Biotechnology Index Fund,269.57,5324007500.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
207,UHAL,Amerco,267.25,5240181343.00,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/uhal
208,FEYE,"FireEye, Inc.",35.07,5223211787.43,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye
209,URBN,"Urban Outfitters, Inc.",38.82,5214926237.40,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/urbn
210,ARCC,Ares Capital Corporation,16.58,5207911667.96,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
211,CDNS,"Cadence Design Systems, Inc.",17.815,5167062600.00,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
212,Z,"Zillow, Inc.",127.92,5159809774.08,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/z
213,MSG,The Madison Square Garden Company,66.76,5153563168.24,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msg
214,CSGP,"CoStar Group, Inc.",159.49,5151706107.27,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
215,LULU,lululemon athletica inc.,45.19,5126518181.98,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
216,ATHN,"athenahealth, Inc.",134.98,5124440516.14,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
217,HAIN,"The Hain Celestial Group, Inc.",101.54,5113091174.52,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/hain
218,SGEN,"Seattle Genetics, Inc.",41.39,5109507380.69,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
219,SAVE,"Spirit Airlines, Inc.",70.17,5104635517.98,2011,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/save
220,CREE,"Cree, Inc.",42.675,5098445067.60,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
221,NUAN,"Nuance Communications, Inc.",15.95,5095232779.45,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nuan
222,CBST,"Cubist Pharmaceuticals, Inc.",67.14,5084735306.22,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbst
223,EWBC,"East West Bancorp, Inc.",35.415,5078096361.18,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
224,MELI,"MercadoLibre, Inc.",114.83,5070191418.36,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
225,MPEL,Melco Crown Entertainment Limited,27.75,5043265047.75,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
226,NDSN,Nordson Corporation,79.35,5006713384.95,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ndsn
227,SPWR,SunPower Corporation,38.07,4992204072.24,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/spwr
228,DNKN,"Dunkin&#39; Brands Group, Inc.",47.21,4949715501.61,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
229,MIDD,The Middleby Corporation,86.38,4946350298.40,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/midd
230,LAMR,Lamar Advertising Company,51.44,4901168940.96,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
231,SABR,Sabre Corporation,18.5,4898051508.50,2014,Technology,Computer Software: Programming; Data Processing,http://www.nasdaq.com/symbol/sabr
232,GPOR,Gulfport Energy Corporation,57.24,4893989376.60,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gpor
233,ISIS,"Isis Pharmaceuticals, Inc.",41.29,4861293014.40,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
234,LPLA,LPL Financial Holdings Inc.,47.77,4795116103.72,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
235,GRPN,"Groupon, Inc.",7.155,4789083424.86,2011,Technology,Advertising,http://www.nasdaq.com/symbol/grpn
236,JKHY,"Jack Henry & Associates, Inc.",57.94,4779001749.52,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
237,BOKF,BOK Financial Corporation,68.68,4758562548.68,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
238,FLIR,"FLIR Systems, Inc.",33.435,4738712893.16,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
239,COMM,"CommScope Holding Company, Inc.",25.19,4715916100.61,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
240,SATS,EchoStar Corporation,51.18,4672157917.92,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
241,CBOE,"CBOE Holdings, Inc.",54.81,4670341683.84,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
242,PBCT,"People&#39;s United Financial, Inc.",15.02,4660785335.64,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbct
243,PTC,PTC Inc.,39.605,4646017875.56,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
244,SFM,"Sprouts Farmers Market, Inc.",30.77,4611095489.89,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
245,SIRO,"Sirona Dental Systems, Inc.",79.585,4597130749.64,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/siro
246,RGLD,"Royal Gold, Inc.",70.98,4595336906.16,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
247,PTEN,"Patterson-UTI Energy, Inc.",31.39,4587162928.09,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pten
248,ZU,"zulily, inc.",36.49,4557114296.38,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/zu
249,PACW,PacWest Bancorp,43.97,4530314797.53,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
250,AMCX,AMC Networks Inc.,62.17,4481468186.15,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx
251,ALGN,"Align Technology, Inc.",54.9,4435539652.80,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn
252,BRCD,"Brocade Communications Systems, Inc.",10.26,4432352226.66,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd
253,MRKT,Markit Ltd.,24.47,4427106404.85,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt
254,ARRS,"ARRIS Group, Inc.",30.52,4417564417.28,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
255,TFSL,TFS Financial Corporation,14.49,4395882406.23,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tfsl
256,AHGP,"Alliance Holdings GP, L.P.",73.25,4384964750.00,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp
257,FANG,"Diamondback Energy, Inc.",76.56,4335794535.60,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
258,FTNT,"Fortinet, Inc.",26.42,4326878036.50,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
259,GNTX,Gentex Corporation,29.565,4322611935.86,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
260,CBSH,"Commerce Bancshares, Inc.",46.63,4273192038.52,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
261,ONNN,ON Semiconductor Corporation,9.64,4252467017.76,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/onnn
262,PDCO,"Patterson Companies, Inc.",40.57,4229820491.70,1992,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pdco
263,CPRT,"Copart, Inc.",33.46,4217488118.20,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
264,ULTI,"The Ultimate Software Group, Inc.",148.5,4196804980.50,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ulti
265,PNRA,Panera Bread Company,154.74,4188112375.20,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pnra
266,NATI,National Instruments Corporation,32.79,4173067321.77,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/nati
267,ACAS,"American Capital, Ltd.",15.42,4141867774.14,1997,n/a,n/a,http://www.nasdaq.com/symbol/acas
268,UBNT,"Ubiquiti Networks, Inc.",46.49,4102040315.04,2011,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/ubnt
269,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,85.53,3985698000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcit
270,AKRX,"Akorn, Inc.",37.31,3885229242.44,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx
271,LNCO,"Linn Co, LLC",30.01,3857610661.74,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lnco
272,UMPQ,Umpqua Holdings Corporation,17.545,3811550296.07,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/umpq
273,SLM,SLM Corporation,8.96,3789510842.88,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slm
274,ZBRA,Zebra Technologies Corporation,74.19,3766618139.10,1991,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/zbra
275,ISBC,"Investors Bancorp, Inc.",10.53,3760453234.98,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
276,PCRX,"Pacira Pharmaceuticals, Inc.",104.22,3740659133.22,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pcrx
277,SYNT,"Syntel, Inc.",88.25,3689459895.75,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/synt
278,SSNC,"SS&C Technologies Holdings, Inc.",44.02,3675837804.24,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ssnc
279,CGNX,Cognex Corporation,42.22,3662129150.66,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
280,GOLD,Randgold Resources Limited,75.39,3662035927.62,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
281,SHLD,Sears Holdings Corporation,34.27,3648804041.77,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
282,MIK,"The Michaels Companies, Inc.",17.85,3640547269.80,2014,n/a,n/a,http://www.nasdaq.com/symbol/mik
283,ARLP,"Alliance Resource Partners, L.P.",49.09,3635636523.06,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/arlp
284,AZPN,"Aspen Technology, Inc.",39.78,3630702500.10,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
285,INFA,Informatica Corporation,32.92,3621265840.00,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/infa
286,ATML,Atmel Corporation,8.65,3620315804.35,1991,Technology,Semiconductors,http://www.nasdaq.com/symbol/atml
287,IPGP,IPG Photonics Corporation,69.2,3607019344.40,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
288,WOOF,VCA Inc. ,41.7,3595127261.10,2001,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/woof
289,TIBX,"TIBCO Software, Inc.",21.64,3585248289.12,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tibx
290,GRFS,"Grifols, S.A.",37.75,3572151394.25,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/grfs
291,JBLU,JetBlue Airways Corporation,12.19,3557780994.37,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
292,ERIE,Erie Indemnity Company,76.78,3546591815.80,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
293,GLPI,"Gaming and Leisure Properties, Inc.",31.45,3533040069.65,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
294,FEIC,FEI Company,84.14,3530509267.46,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/feic
295,TQNT,"TriQuint Semiconductor, Inc.",20.18,3528574848.46,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/tqnt
296,QUNR,Qunar Cayman Islands Limited,29.49,3496547583.21,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qunr
297,PSEC,Prospect Capital Corporation,10.185,3491973846.38,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
298,RFMD,"RF Micro Devices, Inc.",12.14,3491765557.60,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rfmd
299,NPSP,"NPS Pharmaceuticals, Inc.",32.7,3484561246.20,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/npsp
300,ICLR,ICON plc,55.87,3458194049.85,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
301,RRD,R.R. Donnelley & Sons Company,17.24,3444552000.00,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
302,TECH,Techne Corporation,92.84,3436073666.52,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
303,BRKR,Bruker Corporation,20.15,3386330999.35,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr
304,WWD,"Woodward, Inc.",50.98,3338702274.34,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wwd
305,PRXL,PAREXEL International Corporation,60.87,3331572875.04,1995,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prxl
306,LPNT,"LifePoint Hospitals, Inc.",73.78,3330538984.64,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
307,STRZB,Starz,31.1,3330224760.20,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strzb
308,STRZA,Starz,30.77,3294887970.14,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/strza
309,YY,YY Inc.,88.57,3272132205.68,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/yy
310,VRNT,Verint Systems Inc.,53.71,3253186179.99,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/vrnt
311,VXUS,Vanguard Total International Stock ETF,53.06,3252578000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vxus
312,BPOP,"Popular, Inc.",31.31,3240015251.93,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop
313,DXCM,"DexCom, Inc.",42.51,3208486290.36,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
314,LSTR,"Landstar System, Inc.",71.44,3192554798.48,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
315,AFSI,"AmTrust Financial Services, Inc.",42.04,3178875451.84,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi
316,FNFG,First Niagara Financial Group Inc.,8.91,3167136348.75,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnfg
317,SLGN,Silgan Holdings Inc.,49.88,3162893643.16,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
318,FWLT,Foster Wheeler AG.,31.59,3161440580.22,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/fwlt
319,UNFI,"United Natural Foods, Inc.",63.55,3155334649.70,1996,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/unfi
320,SINA,Sina Corporation,47.7,3149267478.30,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sina
321,AWAY,"HomeAway, Inc.",33.35,3134548624.40,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/away
322,ANAT,American National Insurance Company,115.91,3114704774.32,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
323,HSNI,"HSN, Inc.",59.44,3109704469.68,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
324,TERP,"TerraForm Power, Inc.",30.74,3105323752.60,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/terp
325,JDSU,JDS Uniphase Corporation,13.43,3089292008.27,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/jdsu
326,RVBD,"Riverbed Technology, Inc.",19.32,3085715090.64,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/rvbd
327,MORN,"Morningstar, Inc.",68.59,3067457081.83,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
328,SYNA,Synaptics Incorporated,83.33,3050935457.70,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/syna
329,FMER,FirstMerit Corporation,18.44,3049874321.84,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmer
330,CPHD,CEPHEID,43.4,3047011315.60,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cphd
331,ACHC,"Acadia Healthcare Company, Inc.",50.79,3038028330.78,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/achc
332,ABY,Abengoa Yield plc,37.66,3012800000.00,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
333,APOL,"Apollo Education Group, Inc.",27.27,2991764430.00,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol
334,WEN,Wendy&#39;s Company (The),7.88,2892081690.84,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/wen
335,PRAA,"Portfolio Recovery Associates, Inc.",57.49,2878814567.01,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
336,ASBC,Associated Banc-Corp,18.53,2869645225.78,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asbc
337,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,64.57,2860451000.00,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
338,ROSE,Rosetta Resources Inc.,46.36,2850260921.68,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
339,CAVM,"Cavium, Inc.",52.64,2821879586.40,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
340,ACAD,ACADIA Pharmaceuticals Inc.,28.24,2808095938.00,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acad
341,HMHC,Houghton Mifflin Harcourt Company,19.84,2787504762.88,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
342,LVNTA,Liberty Interactive Corporation,39.33,2784267687.78,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
343,ASNA,"Ascena Retail Group, Inc.",17.18,2777355479.30,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
344,JD,"JD.com, Inc.",29.25,2740304385.00,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
345,HBHC,Hancock Holding Company,33.41,2735009386.59,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhc
346,BWLD,"Buffalo Wild Wings, Inc.",144.49,2733834315.22,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld
347,SBGI,"Sinclair Broadcast Group, Inc.",28.02,2730471804.90,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
348,PSMT,"PriceSmart, Inc.",90.13,2722790887.48,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt
